KEY,en,notes,sp,fr,de,it,pt-br,zh,ja
ARMOR_SACCULINACARCINI_NAME,Sacculina Carcini,,Sacculina carcini,Sacculina carcini,Sackkrebse,Sacculina Carcini,Sacculina Carcini,囊蚤,サククリナカニ
ARMOR_SACCULINACARCINI_DESC,,,,,,,,,
ARMOR_SCABIES_NAME,Scabies,,Escabiosis,Gale,Krätze,Scabbia,Sarna,疥癣,かさぶたアーマー
ARMOR_SCABIES_DESC,Bruise 2. Spawn a charmed Flea when you take damage.,,2 de moratón. Genera una pulga embrujada al sufrir daño.,"Contusion +2. Quand vous subissez des dégâts, une puce envoûtée est invoquée.","Beulen&nbsp;2. Rufe einen freundlichen Floh, wenn du Schaden erleidest.",Livido 2. Genera una Pulce Ammaliata quando subisci danno.,Contusão 2. Gere uma pulga enfeitiçada ao sofrer dano.,"挫伤 2。  
受到伤害时召唤一个被魅惑的跳蚤。","打撲 2。ダメージを受けると、
魅了されたノミを生成します。"
ARMOR_SOULSUCKER_NAME,Soul Sucker,,Chupaalmas,Suceur d'âmes,Seelensauger,Succhia-Anime,Suga-Almas,吸魂者,ソウルサッカー
ARMOR_SOULSUCKER_DESC,Restore 2 mana when you kill an enemy.,,Restaura 2 de maná al matar a un enemigo.,Mana +2&nbsp;quand vous tuez un ennemi.,"Stelle 2&nbsp;Mana wieder her, wenn du einen Gegner tötest.",Recuperi 2 mana quando uccidi un nemico.,Restaure 2 de mana ao matar um inimigo.,击杀敌人时恢复 2 法力值。,敵を倒すとマナを2回復します。
ARMOR_THETICK_NAME,The Tick,,Garrapata,La Tique,Die Zecke,La Zecca,Carrapato,壁虱,チックの鎧
ARMOR_THETICK_DESC,"Inflict All Stats Down on bosses and minibosses at the start of each battle.
Heal +12 HP at the end of each battle.",,"Inflige reducción total a los jefes y minijefes al inicio de cada combate.
Recupera +12 PS al final de cada combate.","Inflige Baisse de stats aux boss et miniboss au début de chaque combat.
Rend +12&nbsp;PV à la fin de chaque combat.","Verursache am Anfang des Kampfes bei Bossen und Minibossen einen Malus auf alle Attribute.
Heile dich am Ende jedes Kampfes um +12&nbsp;LP.","Infliggi Diminuzione delle Statistiche a boss e miniboss all'inizio di ogni battaglia.
Rigeneri +12 PS alla fine di ogni battaglia.","Aplique todos os atributos diminuídos em chefes e mini chefes no início de cada batalha.
Cure 12 PV no final de cada batalha.","每场战斗开始时对首领和小首领
施加所有属性降低。
每场战斗结束时治疗 +12 生命值。
","各バトル開始時にボスとミニボス
に全ステータスダウンを付与しま
す。  
各バトル終了時にHPを12回復
します。"
ITEM_EUHAPLORCHISCALIFORNIENSIS_NAME,Euhaplorchis Californiensis,,Euhaplorchis californiensis,Euhaplorchis californiensis,Euhaplorchis Californiensis,Euhaplorchis Californiensis,Euhaplorchis Californiensis,加利福尼亚泡虫,カリフォルニア寄生虫
ITEM_EUHAPLORCHISCALIFORNIENSIS_DESC,Start with Confusion 3.,,Empieza con 3 de confusión.,Vous débutez avec Confusion +3.,Beginne jeden Kampf mit Verwirrung&nbsp;3.,Inizi con Confusione 3.,Inicie com confusão 3.,开始时带有混乱 3。,混乱3から開始します。
ITEM_PAROUSWORM_NAME,Parous Worm,,Lombriz parturienta,Ver fécond,Parasitärer Wurm,Verme Paro,Verme Parasita,种虫,寄生虫ワーム
ITEM_PAROUSWORM_DESC,66% chance to find a random parasite at the end of each battle.,,66% de probabilidad de encontrar un parásito al azar al final de cada combate.,66&nbsp;% de chances de trouver un parasite aléatoire à la fin de chaque combat.,66%ige Wahrscheinlichkeit am Ende jedes Kampfes einen zufälligen Parasiten zu finden.,66% di probabilità di trovare un parassita casuale alla fine di ogni battaglia.,66% de chance de encontrar um parasita aleatório no final de cada batalha.,"每场战斗结束时有 66% 几
率找
到一个随机寄生虫。","各バトル終了時にランダムな寄生
虫を見つける確率が66%ありま
す。"
ITEM_ROUNDWORM_NAME,Roundworm,,Lombriz intestinal,Ascaris,Fadenwurm,Ascaride,Lombriga,蛔虫,ラウンドワーム
ITEM_ROUNDWORM_DESC,Units that contact you get knocked back 5 tiles.,,Las unidades que entren en contacto con esta retroceden 5 casillas.,Les unités qui vous touchent subissent Recul +5.,"Einheiten, die dich berühren, werden 5&nbsp;Felder zurückgestoßen.",Le unità che ti toccano vengono respinte di 5 caselle.,Unidades que entram em contato com você são empurradas 5 espaços para trás.,接触你的单位会被击退5格。,"接触したユニットは5タイル後退
します。"
PARASITE_AMOEBAHEAD_NAME,Amoeba,,Ameba,Amibe,Amöbe,Ameba,Ameba,变形虫,アメーバ
PARASITE_AMOEBAHEAD_DESC,+1 Brace. +10% Miss Chance.,,+1 de refuerzo. +10 % de probabilidad de fallo.,Garde +1. Risques d'échec +10&nbsp;%.,"+1&nbsp;Wappnen. +10&nbsp;% Wahrscheinlichkeit, dass Angriffe verfehlen.",+1 alla Guardia. +10% di probabilità di mancare il bersaglio.,+1 de preparação. +10% de chance de erro.,+1 护甲。+10% 失误率。,"+1 ブレース。+10% ミス
チャンス。"
PARASITE_AMOEBANECK_NAME,Amoeba,,Ameba,Amibe,Amöbe,Ameba,Ameba,变形虫,アメーバ
PARASITE_AMOEBANECK_DESC,+1 Brace. +10% Miss Chance.,,+1 de refuerzo. +10 % de probabilidad de fallo.,Garde +1. Risques d'échec +10&nbsp;%.,"+1&nbsp;Wappnen. +10&nbsp;% Wahrscheinlichkeit, dass Angriffe verfehlen.",+1 alla Guardia. +10% di probabilità di mancare il bersaglio.,+1 de preparação. +10% de chance de erro.,+1 护甲。+10% 失误率。,"+1 ブレース。+10% ミス
チャンス。"
PARASITE_AMOEBAFACE_NAME,Amoeba,,Ameba,Amibe,Amöbe,Ameba,Ameba,变形虫,アメーバ
PARASITE_AMOEBAFACE_DESC,+1 Brace. +10% Miss Chance.,,+1 de refuerzo. +10 % de probabilidad de fallo.,Garde +1. Risques d'échec +10&nbsp;%.,"+1&nbsp;Wappnen. +10&nbsp;% Wahrscheinlichkeit, dass Angriffe verfehlen.",+1 alla Guardia. +10% di probabilità di mancare il bersaglio.,+1 de preparação. +10% de chance de erro.,+1 护甲。+10% 失误率。,"+1 ブレース。+10% ミス
チャンス。"
SETBONUS_AMOEBA_NAME,Amoeba Set Bonus!,,¡Bonificación de conjunto de ameba!,Bonus d'ensemble&nbsp;: amibe&nbsp;!,Setbonus: Amöben!,Bonus Set: Ameba!,Bônus de Conjunto de Ameba!,变形虫套装加成！,アメーバセットボーナス
SETBONUS_AMOEBA_DESC,Permanent Madness.,,Locura permanente.,Folie permanente.,Dauerhafter Wahnsinn.,Follia permanente.,Insanidade permanente.,永久疯狂。,永続的な狂気。
PARASITE_BOTFLYLARVA_NAME,Botfly Larva,,Larva éstrida,Larve de taon,Dasselfliegenlarve,Larva di Tafano,Larva de Mosca-Varejeira,蝇蛆幼虫,ボットフライの幼虫
PARASITE_BOTFLYLARVA_DESC,Spawns 2 Pooter familiars when you're downed.,,Genera 2 familiares moscones cuando esta unidad está abatida.,"Quand vous êtes mis K.O., 2&nbsp;mouches cracheuses sont invoquées.","Ruft 2&nbsp;Pupserbegleiter, wenn du in Ohnmacht fällst.",Genera 2 famigli Puzzone quando sei KO.,Gere 2 familiares pooters ao ficar inconsciente.,"当你倒地时，
召唤2个糞虫宠物。","ダウンしたときにプーターのファ
ミリアを2体生成します。"
PARASITE_BRAINMAGGOT_NAME,Brain Maggot,,Gusano cerebral,Asticot de cerveau,Hirnmade,Verme del Cervello,Verme de Cérebro,脑蛆,ブレインマゴット
PARASITE_BRAINMAGGOT_DESC,Revive with 50% HP 2 rounds after you are downed.,,Esta unidad resucita con un 50 % de PS 2 rondas después de caer abatida.,"2&nbsp;manches après avoir été mis K.O., vous réanime avec 50&nbsp;% de vos PV.","Du wirst 2&nbsp;Runden, nachdem du in Ohnmacht fällst, mit 50&nbsp;%&nbsp;LP wiederbelebt.",Ti rianimi con il 50% di PS 2 round dopo il tuo KO.,Reviva com 50% de saúde 2 rodadas após ficar inconsciente.,"倒地后2回合以50%生命值复活。
","ダウンした後、2ラウンド後に
HP50%で復活します。"
PARASITE_HEARTWORM_NAME,Heartworm,,Lombriz del corazón,Ver cardiaque,Herzwurm,Filarioidea,Dirofilariose,心蛔虫,寄生心虫
PARASITE_HEARTWORM_DESC,"When downed, your body is destroyed.",,"Cuando esta unidad cae abatida, el cadáver se destruye.","K.O., votre corps est détruit.","Wenn du in Ohnmacht fällst, wird dein Körper zerstört.","Quando sei KO, il tuo corpo viene distrutto.","Ao ficar inconsciente, seu corpo é destruído.",倒地时，你的身体会被摧毁。,"ダウンすると、あなたの体は破壊
されます。"
PARASITE_PINWORM_NAME,Pinworm,,Filaria,Oxyure,Madenwurm,Ossiuro,Oxiúros,蠕形虫,ギョウチュウ
PARASITE_PINWORM_DESC,Spawns a Maggot familiar when you take damage.,,Genera un familiar gusano al sufrir daño.,"Quand vous subissez des dégâts, un asticot de compagnie est invoqué.","Ruft einen Madenbegleiter, wenn du Schaden erleidest.",Generi un famiglio Larva quando subisci danno.,Gere um familiar verme ao sofrer dano.,受到伤害时召唤一个蛆虫宠物。,"ダメージを受けると、ウジのファ
ミリアを生成します。"
PARASITE_RINGWORM_NAME,Ringworm,,Tiña,Mycose,Ringelflechte,Tigna,Micose,癣虫,リングワーム
PARASITE_RINGWORM_DESC,Your basic attack inflicts Weakness 3.,,El ataque básico inflige +3 de debilidad.,Votre attaque de base inflige Vulnérabilité +3.,Dein Grundangriff verursacht Schwäche&nbsp;3.,Il tuo attacco base infligge Debolezza 3.,Seu ataque básico aplica fraqueza 3.,你的基础攻击附加虚弱3。,"基本攻撃が弱体化3を付与します
。"
PARASITE_SPIDEREGG_NAME,Spider Egg,,Huevo de araña,Œuf d'araignée,Spinnenei,Uovo di Ragno,Ovo de Aranha,蜘蛛卵,スパイダーエッグ
PARASITE_SPIDEREGG_DESC,Your basic attack inflicts Infested.,,El ataque básico inflige infestación.,Votre attaque de base inflige Infestation.,Dein Grundangriff verursacht Infiziert.,Il tuo attacco base infligge Infestato.,Seu ataque básico aplica infestação.,你的基础攻击会造成感染效果。,"基本攻撃が「感染」を付与します
。"
PARASITE_SPIDERWEBBER_NAME,Spider Webber,,Hilos de araña,Araignée tisseuse,Spinnenweber,Ragno Tessitore,Teia de Aranha,蜘蛛织网者,スパイダーウェバー
PARASITE_SPIDERWEBBER_DESC,Use: A ranged attack that inflicts Webbed.,,Uso: Lanza un ataque a distancia que inflige telaraña.,Utilisation&nbsp;: une attaque à distance qui inflige Toile.,"Benutzen: Ein Fernkampfangriff, der Netz verursacht.",Uso: Un attacco a distanza che infligge Ragnatela.,Uso: um ataque à distância que aplica teia.,"使用：一次远程攻击，
施加缠网状态。","使用: 遠距離攻撃で「ウェブ」
を付与します。"
PARASITE_TAPEWORM_NAME,Tapeworm,,Solitaria,Ver solitaire,Bandwurm,Tenia,Tênia,绦虫,寄生虫
PARASITE_TAPEWORM_DESC,Your basic attack inflicts Poison 1.,,El ataque básico inflige 1 de veneno.,Votre attaque de base inflige Poison +1.,Dein Grundangriff verursacht Gift&nbsp;1.,Il tuo attacco base infligge Veleno 1.,Seu ataque básico aplica veneno 1.,你的普通攻击造成中毒1。,基本攻撃が毒1を付与します。
,,,,,,,,,
//cursed,,,,,,,,,
ARMOR_BIRDPOOPHAT_NAME,Bird Poop,,Caca de pájaro,Merde d'oiseau,Vogelkacke,Cacca di Uccello,Cocô de Pássaro,鸟粪,バードポップ
ARMOR_BIRDPOOPHAT_DESC,+50% chance for an extra bird to spawn at the start of each battle.,,+50 % de probabilidad de que se genere un pájaro extra al inicio de cada combate.,+50&nbsp;% de chances d'invoquer un oiseau supplémentaire au début de chaque combat.,"+50&nbsp;% Wahrscheinlichkeit, dass am Anfang jedes Kampfes ein zusätzlicher Vogel erscheint.",+50% di probabilità che venga generato un uccello aggiuntivo all'inizio di ogni battaglia.,+50% de chance de um pássaro adicional ser gerado no início de cada batalha.,"每场战斗开始时有50%几率额外生成一只鸟。
","各バトル開始時に追加の鳥が出現
する確率が50%増加します。"
ARMOR_CALLUS_NAME,Callus,,Callo,Callosité,Kallus,Callo,Calo,老茧,タコスの守り
ARMOR_CALLUS_DESC,Permanently gain +2 [img:shield] each time you end a battle with 1 or more [img:shield].,,Obtiene +2 [img:shield] para siempre cada vez que termina un combate con 1 [img:shield] o más.,[img:shield] +2&nbsp;de façon permanente quand vous terminez un combat avec 1&nbsp;[img:shield] ou plus.,"Du erhältst jedes Mal dauerhaft +2&nbsp;[img:shield], wenn du den Kampf mit 1 oder mehr [img:shield] beendest.",Ottieni permanentemente +2 allo [img:shield] ogni volta che termini una battaglia con 1 o più [img:shield].,Obtenha permanentemente +2 de [img:shield] a cada vez que finalizar uma batalha com 1 ou mais de [img:shield].,"每当你以拥有1个或以上[m:shield]结束战斗时，

永久获得+2[m:shield]。","バトル終了時に1以上の[img:shield]を持っ
ていると、恒久的に[img:shield]+2を獲得
します。"
ARMOR_CLAM_NAME,Clam,,Almeja,Palourde,Muschel,Vongola,Marisco,蛤蜊,ハマグリ
ARMOR_CLAM_DESC,"5% chance to break when you take damage.
When this breaks, find a Pearl.",,"5 % de probabilidad de romperse al sufrir daño.
Cuando se rompe, encuentra una perla.","5&nbsp;% de chances de se briser quand vous subissez des dégâts.
Brisé, vous obtenez une perle.","Geht mit 5%iger Wahrscheinlichkeit kaputt, wenn du Schaden erleidest.
Finde eine Perle, wenn sie kaputtgeht.","5% di probabilità di rompersi quando subisci danno.
Quando si rompe, trovi una Perla.","5% de chance de quebrar quando você sofre dano.
Quando este item se quebrar, encontre uma pérola.","受到伤害时有5%的几率破碎。
破裂时，会获得一颗珍珠。","ダメージを受けたときに5%の確
率で壊れます。  
これが壊れると、真珠を見つけま
す。"
ITEM_ALLURINGDOODIE_NAME,Alluring Doodie,,Mojoncito carismático,Étron alléchant,Verlockendes Häufchen,Cacchina Adescante,Cocô Atraente,诱人便便,魅惑のフン
ITEM_ALLURINGDOODIE_DESC,10% chance to eat poop and gain Poison 1 each turn.,,10 % de probabilidad de comer caca y obtener 1 de veneno cada turno.,10&nbsp;% de chances de manger de la merde et de subir Poison +1&nbsp;chaque tour.,"10%ige Wahrscheinlichkeit pro Zug, ein Häufchen zu fressen und Gift&nbsp;1 zu erleiden.",10% di probabilità di mangiare della cacca e ottenere Veleno 1 a ogni turno.,10% de chance de comer cocô e obter veneno 1 em cada turno.,"每回合有10%的几率吃掉便便并获得中毒1。
","毎ターン10%の確率でうんちを
食べ、毒1を獲得します。"
ITEM_BADSPLINTERS_NAME,Bad Splinters,,Astillas malvadas,Vilaines échardes,Bösartige Splitter,Schegge Cattive,Farpas,坏木屑,痛いトゲ
ITEM_BADSPLINTERS_DESC,+2 Thorns.,,+2 de espinas.,Épines +2.,+2&nbsp;Dornen.,+2 Spine.,+2 de espinhos.,+2 荆棘。,+2 トゲ。
ITEM_BRAININAJAR_NAME,Brain In A Jar,,Sesos en un tarro,Cerveau en bocal,Hirn im Glas,Cervello in Barattolo,Cérebro no Pote,瓶中脑袋,瓶詰めの脳
ITEM_BRAININAJAR_DESC,The first spell you cast each turn is free.,,El primer hechizo de cada turno es gratis.,Le premier sort que vous lancez chaque tour est gratuit.,"Der erste Zauber, den du in deinem Zug wirkst, ist kostenlos.",Il primo incantesimo che lanci ogni turno è gratuito.,O primeiro encantamento que você lança em cada turno é grátis.,"你每回合施放的第一个法术免费。
","各ターンで最初に唱える呪文は無
料です。"
ITEM_BIGTOECURSED_NAME,Big Toe,,Dedo gordo,Gros orteil,Großer Zeh,Alluce,Dedão Grande,大脚趾,呪われた足指
ITEM_BIGTOECURSED_DESC,"After your 3rd turn, spawn a Charmed Spookie with Madness on a random tile.",,"Después del tercer turno, genera un fantasmito embrujado con locura en una casilla al azar.","Après votre 3e tour, une Trouille envoûtée affectée par Folie est invoquée sur une case aléatoire.","Nach deinem dritten Zug rufst du einen freundlichen Spuki auf ein zufälliges Feld, der an Wahnsinn leidet.","Dopo il tuo terzo turno, generi uno Spauracchio Ammaliato con Follia su una casella casuale.","Após seu terceiro turno, gere um sustinho enfeitiçado com insanidade em um espaço aleatório.","第3个回合结束后，
在随机地块上召唤一只带有疯狂效果的魅惑鬼怪。
","3ターン目の後、ランダムなタイ
ルに狂気を持つ魅了されたスプー
キーを生成します。"
ITEM_CHILDSSKULL_NAME,Child's Skull,,Cráneo infantil,Crâne d'enfant,Kinderschädel,Teschio di Bambino,Crânio de Criança,孩童的头骨,子供の頭蓋骨
ITEM_CHILDSSKULL_DESC,Your basic attack is a weak tear shot. You can use your basic attack an extra time each turn.,,El ataque básico es un disparo de lágrima débil. Puede lanzar el ataque básico otra vez cada turno.,Votre attaque de base devient Tir de larme faible. Vous pouvez utiliser votre attaque de base une fois de plus chaque tour.,Dein Grundangriff ist ein schwacher Tränenschuss. Du kannst deinen Grundangriff ein zusätzliches Mal pro Zug benutzen.,Il tuo attacco base è un debole pallonetto. Puoi usare il tuo attacco base una volta in più in ogni turno.,Seu ataque básico é um tiro divisor fraco. Você pode utilizar seu ataque uma vez adicional a cada turno.,"你的基础攻击是一记弱的撕裂射击。

你每回合可以额外使用一次基础攻击。
","基本攻撃は弱い涙のショットです
。各ターンで基本攻撃をもう一度
使用できます。"
ITEM_CURSEDHAIRBALL_NAME,Cursed Hairball,,Bola de pelo maldita,Boule de poils maudite,Verfluchter Haarballen,Palla di Pelo Maledetta,Bola de Pelos Amaldiçoada,诅咒的毛球,呪われた毛玉
ITEM_CURSEDHAIRBALL_DESC,Your basic attack inflicts Poison 2. Start each battle with Poison 3.,,El ataque básico inflige +2 de veneno. Empieza cada combate con +3 de veneno.,Votre attaque de base inflige Poison +2. Vous débutez chaque combat avec Poison +3.,Dein Grundangriff verursacht Gift&nbsp;2. Beginne jeden Kampf mit Gift&nbsp;3.,Il tuo attacco base infligge Veleno 2. Inizi ogni battaglia con Veleno 3.,Seu ataque básico aplica veneno 2. Inicie cada batalha com veneno 3.,"你的基础攻击会造成中毒2。
每场战斗开始时，受到中毒3。","基本攻撃が毒2を付与します。各
バトル開始時に毒3を付与します
。"
ITEM_CURSEDROCK_NAME,Cursed Rock,,Roca maldita,Pierre maudite,Verfluchter Stein,Roccia Maledetta,Pedra Amaldiçoada,诅咒的岩石,呪われた岩
ITEM_CURSEDROCK_DESC,,,,,,,,,
ITEM_CURSEDSTICKMAN_NAME,Cursed Stickman,,Monigote maldito,Bonhomme bâton maudit,Verfluchte Astfigur,Stickman Maledetto,Boneco de Palitinho Amaldiçoado,诅咒的火柴人,呪われたスティックマン
ITEM_CURSEDSTICKMAN_DESC,"Gain All Stats Up when you deal damage to a party member.
10% chance to gain Madness at the start of your turn.",,"Obtiene aumento total al infligir daño a un miembro del grupo.
10 % de probabilidad de obtener locura al inicio del turno.","Hausse de stats quand vous infligez des dégâts à un membre de l'équipe.
10&nbsp;% de chances de subir Folie à la fin de votre tour.","Erhalte einen Bonus auf alle Attribute, wenn du einem Gruppenmitglied Schaden zufügst.
10%ige Wahrscheinlichkeit, am Anfang deines Zuges Wahnsinn zu erleiden.","Ottieni Aumento delle Statistiche quando infliggi danno a un membro del gruppo.
10% di probabilità di ottenere Follia all'inizio del tuo turno.","Obtenha todos os atributos aumentados ao causar dano a um membro da sua equipe.
10% de chance de obter insanidade no início do seu turno.","当你对队友造成伤害时，
获得全属性提升。
你回合开始时有10%的几率获得疯狂。
","パーティメンバーにダメージを与
えると、全ステータスがアップし
ます。  
ターン開始時に10%の確率で狂
気を得ます。"
ITEM_FACESHARDS_NAME,Face Shards,,Fragmentos faciales,Éclats faciaux,Gesichtssplitter,Frammenti Facciali,Fragmentos de Rosto,面部碎片,顔の破片
ITEM_FACESHARDS_DESC,"+2 Thorns.
Gain +1 Bleed each time you take damage.",,"+2 de espinas.
Obtiene +1 de hemorragia cada vez que sufre daño.","Épines +2.
Saignement +1&nbsp;quand vous subissez des dégâts.","+2&nbsp;Dornen.
Erhalte jedes Mal +1&nbsp;Blutung, wenn du Schaden erleidest.","+2 Spine.
Ottieni +1 Sanguinamento ogni volta che subisci danno.","+2 de espinhos.
Obtenha +1 de sangramento sempre que sofrer dano.","+2 荆棘。
每次受到伤害时获得+1 流血。
","+2 トゲ。  
ダメージを受けるたびに+1 出
血を獲得。"
ITEM_GOLDENIDOL_NAME,Golden Idol,,Ídolo dorado,Idole en or,Goldenes Idol,Idolo d'Oro,Ídolo Dourado,黄金神像,黄金の偶像
ITEM_GOLDENIDOL_DESC,Becomes {aux} coins when you return home.,,Se transforma en {aux} monedas al volver a casa.,Se change en {aux} pièces quand vous rentrez chez vous.,"Wird zu {aux}&nbsp;Münzen, wenn du nach Hause zurückkehrst.",Diventa {aux} monete quando torni a casa.,Torna-se {aux} moedas quando você volta para casa.,回家时变成{aux}金币。,"家に戻ると{aux}コインにな
ります。"
ITEM_MARKOFTHEBEAST_NAME,Mark of the Beast,,Marca de la bestia,Marque de la bête,Malzeichen des Tieres,Marchio della Bestia,Marca da Besta,野兽标记,獣の刻印
ITEM_MARKOFTHEBEAST_DESC,"+6 Damage. Holy Element heals damage you instead.
When downed, your body is destroyed.",,"+6 de daño. Las acciones curativas de los elementos sagrados infligen daño a esta unidad.
Cuando cae abatida, el cadáver se destruye.","Dégâts +6. Les soins sacrés vous infligent des dégâts.
K.O., votre corps est détruit.","+6&nbsp;Schaden. Heilige Heilzauber verursachen Schaden bei dir.
Wenn du in Ohnmacht fällst, wird dein Körper zerstört.","+6 al Danno. L'Elemento Sacro ti cura invece di danneggiarti.
Quando sei KO, il tuo corpo viene distrutto.","+6 de dano. Curas do elemento sagrado passam a causar dano a você.
Ao ficar inconsciente, seu corpo é destruído.","+6 伤害。
神圣元素会治疗反而不是造成伤害。

倒地时，你的身体被摧毁。","+6 ダメージ。ホーリー属性は
ダメージを回復します。  
倒されたとき、あなたの体は破壊
されます。"
ITEM_METALROD_NAME,Metal Rod,,Varilla metálica,Barre métallique,Metallstab,Asta di Metallo,Haste de Metal,金属棒,金属棒
ITEM_METALRODHAT_DESC,Use: A melee attack with Knockback 1 and a 10% chance to inflict Stun.,,Uso: Lanza un ataque cuerpo a cuerpo con 1 de retroceso y un 10 % de probabilidad de aturdir.,Utilisation&nbsp;: une attaque au corps-à-corps avec Recul +1&nbsp;et 10&nbsp;% de chances d'infliger Étourdissement.,"Benutzen: Ein Nahkampfangriff mit Rückstoß&nbsp;1 und einer 10%igen Wahrscheinlichkeit, Betäubung zu verursachen.",Uso: Un attacco corpo a corpo con Contraccolpo 1 e una probabilità del 10% di infliggere Stordimento.,Uso: um ataque corpo-a-corpo com empurrão 1 e 10% de chance de aplicar atordoamento.,"使用：一次近战攻击，
具有1点击退效果，
并有10%的几率造成眩晕。","使用: ノックバック1の近接攻
撃で、10%の確率でスタンを付
与します。"
ITEM_PAWSHARDS_NAME,Paw Shards,,Fragmentos de pata,Éclats tranchants,Pfotensplitter,Frammenti nella Zampa,Fragmentos de Pata,爪片,爪の欠片
ITEM_PAWSHARDS_DESC,Your basic attack inflicts Bleed 1. Gain +1 Bleed each time you use your basic attack.,,El ataque básico inflige 1 de hemorragia. Obtiene +1 de hemorragia cada vez que lanza el ataque básico.,Votre attaque de base inflige Saignement +1. Saignement +1&nbsp;quand vous utilisez votre attaque de base.,"Dein Grundangriff verursacht Blutung&nbsp;1. Erhalte jedes Mal +1&nbsp;Blutung, wenn du deinen Grundangriff benutzt.",Il tuo attacco base infligge Sanguinamento 1. Ottieni +1 Sanguinamento ogni volta che usi il tuo attacco base.,Seu ataque básico aplica sangramento 1. Obtenha +1 de sangramento a cada vez que utilizar seu ataque básico.,"你的基础攻击会造成流血1。
每次使用基础攻击时，
获得+1 流血。","基本攻撃が出血1を与えます。基
本攻撃を使用するたびに出血が1
増加します。"
ITEM_PUTRIDPILE_NAME,Putrid Pile,,Mojón pútrido,Tas putride,Verfaulter Haufen,Mucchio Putrido,Pilha Pútrida,腐烂堆,腐臭の山
ITEM_PUTRIDPILE_DESC,"Adjacent units move away from you at the end of their turns.
Your basic attack inflicts Poison.",,"Las unidades adyacentes se alejan al final de sus turnos.
El ataque básico inflige veneno.","Les unités adjacentes s'éloignent de vous à la fin de leurs tours respectifs.
Votre attaque de base inflige Poison.","Benachbarte Einheiten bewegen sich am Ende ihres Zuges von dir weg.
Dein Grundangriff verursacht Gift.","Le unità adiacenti si allontanano da te alla fine del loro turno.
Il tuo attacco base infligge Veleno.","Unidades adjacentes se afastam de você no final de seus turnos.
Seu ataque básico aplica veneno.","相邻单位在其回合结束时远离你移动。

你的基础攻击会造成中毒。","隣接するユニットはターン終了時
にあなたから離れます。  
基本攻撃は毒を付与します。"
ITEM_SLAGTIGHT_NAME,Slag Tight,,Estala gtita,Stalactite,Fetter Stamm,Stala Gtite,Estala Ctite,渣滓紧握,スラッグタイト
ITEM_SLAGTIGHT_DESC,Brace 1. Your basic attack inflicts Bruise 1.,,1 de refuerzo. El ataque básico inflige 1 de moratón.,Garde +1. Votre attaque de base inflige Contusion +1.,Wappnen&nbsp;1. Dein Grundangriff verursacht Beulen&nbsp;1.,Guardia 1. Il tuo attacco base infligge Livido 1.,Preparação 1. Seu ataque básico aplica contusão 1.,"护甲 1。
你的基本攻击造成 挫伤 1。
","ブレース 1。基本攻撃がブルー
ズ 1を与える。"
ITEM_SPLINTERS_NAME,Splinters,,Astillas,Échardes,Splitter,Schegge,Lascas,碎片,破片
ITEM_SPLINTERS_DESC,,,,,,,,,
ITEM_VIBRATINGMETEORITE_NAME,Vibrating Meteorite,,Meteorito vibrante,Météorite vibrante,Vibrierender Meteorit,Meteorite Vibrante,Meteorito Vibrante,震动陨石,振動する隕石
ITEM_VIBRATINGMETEORITE_DESC,"This item loses 1 of each stat at the end of each battle, permanently.
[s:.7](This can go negative.)[/s]",,"Este objeto pierde 1 de cada atributo al final de cada combate, para siempre.
[s:.7](Puede hacerse negativo).[/s]","Cet objet perd 1&nbsp;point de chaque stat à la fin de chaque combat de façon permanente.
[s:.7](Les stats peuvent devenir négatives.)[/s]","Dieser Gegenstand verliert am Ende jedes Kampfes dauerhaft 1 von jedem Attribut.
[s:.7](Kann negativ werden.)[/s]","Quest'oggetto perde permanentemente 1 a ogni statistica alla fine di ogni battaglia.
[s:.7](Questo valore può diventare negativo.)[/s]","Este item perde 1 de cada atributo no final de cada batalha, permanentemente.
[s:.7](É possível atingir valores negativos.)[/s]","该物品在每场战斗结束时永久减少各属性 1。

[s:.7](这可能变成负数。)[/s]","このアイテムは、各バトル終了時
に各ステータスが1ずつ永久に減
少します。  
[s:.7](マイナスになることもあります
。)[/s]"
,,,,,,,,,
//quest,,,,,,,,,
ARMOR_ANGRYFACE_NAME,Angry Face,,Carita enfadada,Visage en rogne,Wütendes Gesicht,Faccia Arrabbiata,Cara Enfezada,愤怒面具,怒りの顔
